ID,Name_lang,AreaTableID,Type,Flags,UiTextureKitID
1872,"Torghast, la Torre de los Condenados",0,0,2,5281
1873,"Torghast, la Torre de los Condenados",0,0,2,5281
1874,"Torghast, la Torre de los Condenados",0,0,2,5281
1875,"Torghast, la Torre de los Condenados",0,0,2,5281
1876,"Torghast, la Torre de los Condenados",0,0,2,5281
1877,"Torghast, la Torre de los Condenados",0,0,2,5281
1878,"Torghast, la Torre de los Condenados",0,0,2,5281
1879,"Torghast, la Torre de los Condenados",0,0,2,5281
1880,"Torghast, la Torre de los Condenados",0,0,2,5281
1881,"Torghast, la Torre de los Condenados",0,0,2,5281
1882,"Torghast, la Torre de los Condenados",0,0,2,5281
1883,"Torghast, la Torre de los Condenados",0,0,2,5281
1884,"Torghast, la Torre de los Condenados",0,0,2,5281
1885,"Torghast, la Torre de los Condenados",0,0,2,5281
1886,"Torghast, la Torre de los Condenados",0,0,2,5281
1887,"Torghast, la Torre de los Condenados",0,0,2,5281
1888,"Torghast, la Torre de los Condenados",0,0,2,5281
1889,"Torghast, la Torre de los Condenados",0,0,2,5281
1890,"Torghast, la Torre de los Condenados",0,0,2,5281
1891,"Torghast, la Torre de los Condenados",0,0,2,5281
1892,"Torghast, la Torre de los Condenados",0,0,2,5281
1893,"Torghast, la Torre de los Condenados",0,0,2,5281
1894,"Torghast, la Torre de los Condenados",0,0,2,5281
1895,"Torghast, la Torre de los Condenados",0,0,2,5281
1896,"Torghast, la Torre de los Condenados",0,0,2,5281
1897,"Torghast, la Torre de los Condenados",0,0,2,5281
1898,"Torghast, la Torre de los Condenados",0,0,2,5281
1899,"Torghast, la Torre de los Condenados",0,0,2,5281
1900,"Torghast, la Torre de los Condenados",0,0,2,5281
1901,"Torghast, la Torre de los Condenados",0,0,2,5281
1902,"Torghast, la Torre de los Condenados",0,0,2,5281
1903,"Torghast, la Torre de los Condenados",0,0,2,5281
1904,"Torghast, la Torre de los Condenados",0,0,2,5281
1905,"Torghast, la Torre de los Condenados",0,0,2,5281
1906,"Torghast, la Torre de los Condenados",0,0,2,5281
1907,"Torghast, la Torre de los Condenados",0,0,2,5281
1908,"Torghast, la Torre de los Condenados",0,0,2,5281
1909,"Torghast, la Torre de los Condenados",0,0,2,5281
1910,"Torghast, la Torre de los Condenados",0,0,2,5281
1911,"Torghast, la Torre de los Condenados",0,0,2,5281
1912,"Torghast, la Torre de los Condenados",0,0,2,5281
1913,Cacería: Devoradores de almas alados,11525,0,2,5281
1914,Cólera del Carcelero,13569,0,2,0
1918,Torres de Ascensión,0,3,18,0
1919,Torres de Ascensión,0,3,18,0
1921,"Torghast, la Torre de los Condenados",0,0,2,5281
1922,"Torghast, la Torre de los Condenados",0,0,2,5281
1923,"Torghast, la Torre de los Condenados",0,0,2,5281
1924,"Torghast, la Torre de los Condenados",0,0,2,5281
1925,"Torghast, la Torre de los Condenados",0,0,2,5281
1926,"Torghast, la Torre de los Condenados",0,0,2,5281
1927,"Torghast, la Torre de los Condenados",0,0,2,5281
1928,"Torghast, la Torre de los Condenados",0,0,2,5281
1929,"Torghast, la Torre de los Condenados",0,0,2,5281
1931,Batalla de Ardenweald,0,0,0,0
1933,"Torghast, la Torre de los Condenados",0,0,2,5281
1934,Los atormentadores de Torghast,13648,0,2,0
1935,Los atormentadores de Torghast,13648,0,2,0
1936,Los atormentadores de Torghast,13648,0,2,0
1937,Los atormentadores de Torghast,13648,0,2,0
1938,Los atormentadores de Torghast,13648,0,2,0
1939,Los atormentadores de Torghast,13648,0,2,0
1940,Los atormentadores de Torghast,13648,0,2,0
1941,Los atormentadores de Torghast,13648,0,2,0
1942,Los atormentadores de Torghast,13648,0,2,0
1943,Los atormentadores de Torghast,13648,0,2,0
1944,Defensa del Primus,0,0,0,0
1946,"Torghast, la Torre de los Condenados",0,0,2,5281
1947,"Torghast, la Torre de los Condenados",0,0,2,5281
1948,"Torghast, la Torre de los Condenados",0,0,2,5281
1949,"Torghast, la Torre de los Condenados",0,0,2,5281
1950,"Torghast, la Torre de los Condenados",0,0,2,5281
1951,"Torghast, la Torre de los Condenados",0,0,2,5281
1952,"Torghast, la Torre de los Condenados",0,0,2,5281
1953,"Torghast, la Torre de los Condenados",0,0,2,5281
1954,"Torghast, la Torre de los Condenados",0,0,2,5281
1955,"Torghast, la Torre de los Condenados",0,0,2,5281
1956,"Torghast, la Torre de los Condenados",0,0,2,5281
1957,"Torghast, la Torre de los Condenados",0,0,2,5281
1959,"Torghast, la Torre de los Condenados",0,0,2,5281
1960,"Torghast, la Torre de los Condenados",0,0,2,5281
1961,"Torghast, la Torre de los Condenados",0,0,2,5281
1962,"Torghast, la Torre de los Condenados",0,0,2,5281
1964,"Torghast, la Torre de los Condenados",0,0,2,5281
1965,"Torghast, la Torre de los Condenados",0,0,2,5281
1966,"Torghast, la Torre de los Condenados",0,0,2,5281
1967,"Torghast, la Torre de los Condenados",0,0,2,5281
1968,"Torghast, la Torre de los Condenados",0,0,2,5281
1969,"Torghast, la Torre de los Condenados",0,0,2,5281
1970,"Torghast, la Torre de los Condenados",0,0,2,5281
1971,"Torghast, la Torre de los Condenados",0,0,2,5281
1972,Test,8006,0,0,0
1973,La Vanguardia del Carcelero,0,3,26,0
1974,La bastilla oscura,0,3,26,0
1977,Grilletes del destino,0,3,26,0
1979,Hora de la verdad,0,3,26,0
1980,Test Scenario,0,5,2,0
1981,Ataque al Fuerte Matadragones,13644,0,2,0
1982,Sitio de Automas,0,0,2,0
1983,Sitio de Automas,0,0,2,0
1984,"Torghast, la Torre de los Condenados",0,0,2,5281
1985,"Torghast, la Torre de los Condenados",0,0,2,5281
1986,"Torghast, la Torre de los Condenados",0,0,2,5281
1987,"Torghast, la Torre de los Condenados",0,0,2,5281
1988,"Torghast, la Torre de los Condenados",0,0,2,5281
1990,"Torghast, la Torre de los Condenados",0,0,2,5281
1991,"Torghast, la Torre de los Condenados",0,0,2,5281
1992,"Torghast, la Torre de los Condenados",0,0,2,5281
1993,"Torghast, la Torre de los Condenados",0,0,2,5281
1994,Sendero del Primus,0,0,2,0
1995,"Torghast, la Torre de los Condenados",0,0,2,5281
1996,"Torghast, la Torre de los Condenados",0,0,2,5281
1997,"Torghast, la Torre de los Condenados",0,0,2,5281
1998,"Torghast, la Torre de los Condenados",0,0,2,5281
1999,"Torghast, la Torre de los Condenados",0,0,2,5281
2000,"Torghast, la Torre de los Condenados",0,0,2,5281
2001,Pilar de la Creación,0,3,26,0
2002,Planos Efímeros,0,3,26,0
2003,Garras de Dominación,0,3,26,0
2004,El Gran Diseño,0,3,26,0
2005,"Torghast, la Torre de los Condenados",0,0,2,5281
2006,"Torghast, la Torre de los Condenados",0,0,2,5281
2007,"Torghast, la Torre de los Condenados",0,0,2,5281
2008,"Torghast, la Torre de los Condenados",0,0,2,5281
2009,"Torghast, la Torre de los Condenados",0,0,2,5281
2010,"Torghast, la Torre de los Condenados",0,0,2,5281
2011,"Torghast, la Torre de los Condenados",0,0,2,5281
2012,"Torghast, la Torre de los Condenados",0,0,2,5281
2013,"Torghast, la Torre de los Condenados",0,0,2,5281
2014,"Torghast, la Torre de los Condenados",0,0,2,5281
2015,"Torghast, la Torre de los Condenados",0,0,2,5281
2016,"Torghast, la Torre de los Condenados",0,0,2,5281
2017,"Torghast, la Torre de los Condenados",0,0,2,5281
2018,"Torghast, la Torre de los Condenados",0,0,2,5281
2019,"Torghast, la Torre de los Condenados",0,0,2,5281
2021,"Torghast, la Torre de los Condenados",0,0,2,5281
2023,"Torghast, la Torre de los Condenados",0,0,2,5281
2024,"Torghast, la Torre de los Condenados",0,0,2,5281
2025,"Torghast, la Torre de los Condenados",0,0,2,5281
2026,"Torghast, la Torre de los Condenados",0,0,2,5281
2027,"Torghast, la Torre de los Condenados",0,0,2,5281
2028,"Torghast, la Torre de los Condenados",0,0,2,5281
2029,"Torghast, la Torre de los Condenados",0,0,2,5281
2030,"Torghast, la Torre de los Condenados",0,0,2,5281
2031,Tazavesh: Calles de Maravillas,0,1,19,0
2032,Tazavesh: Gambito de So'leah,0,1,19,0
2033,"Torghast, la Torre de los Condenados",0,0,2,5281
2034,Test,8639,7,160,0
2035,Tazavesh: Calles de Maravillas,0,3,18,0
2036,Tazavesh: Gambito de So'leah,0,3,18,0
2037,Asedio del Fuerte Matadragones,13644,0,0,5473
2039,Cofre de vínculo ígneo,0,0,2,0
2040,Caravana del Clan Aylaag,0,0,0,5473
2041,Outdoor Scenario,0,0,0,0
2042,Tormentas primigenias en las Tierras Inhóspitas,0,0,2,5473
2045,Tormentas primigenias en Un'Goro,0,0,2,5473
2047,Senda del Sueño Esmeralda,0,0,0,0
2049,Tormentas primigenias en Claros de Tirisfal,0,0,2,5473
2050,[DNT][PH] Hunting Stealth,13645,0,2,0
2051,[DNT][PH] Hunting Collect Meat,13645,0,2,0
2052,Sacrificio de alces,13645,0,2,0
2054,Tormentas primigenias en Los Baldíos,0,0,2,5473
2056,Caravana del Clan Aylaag,0,0,0,5473
2057,Gran cacería,13645,0,2,5473
2059,El Ataque Nokhud,0,3,18,0
2061,El Ataque Nokhud,0,3,18,0
2062,Gran cacería,13645,0,2,5473
2063,Gran cacería,0,0,2,5473
2064,Gran cacería,13644,0,2,5473
2065,Gran cacería,13644,0,2,5473
2066,Gran cacería,13644,0,2,5473
2067,Gran cacería,13646,0,2,5473
2068,Gran cacería,13646,0,2,5473
2069,Gran cacería,13646,0,2,5473
2070,Gran cacería,13647,0,2,5473
2071,Gran cacería,13647,0,2,5473
2072,Gran cacería,13647,0,2,5473
2073,El Ataque Nokhud,0,3,18,0
2074,Hondonada Frondacuero,0,3,18,0
2075,Hondonada Frondacuero,0,3,18,0
2076,Hondonada Frondacuero,0,3,18,0
2077,Salas de Infusión,0,3,18,0
2078,Salas de Infusión,0,3,18,0
2079,Salas de Infusión,0,3,18,0
2080,Neltharus,0,3,18,0
2081,Neltharus,0,3,18,0
2082,Neltharus,0,3,18,0
2083,Estanques de Vida Rubí,0,3,18,0
2084,Estanques de Vida Rubí,0,3,18,0
2085,Estanques de Vida Rubí,0,3,18,0
2086,Academia Algeth'ar,0,3,18,0
2087,Academia Algeth'ar,0,3,18,0
2088,Academia Algeth'ar,0,3,18,0
2089,La Bóveda Azur,0,3,18,0
2090,La Bóveda Azur,0,3,18,0
2091,La Bóveda Azur,0,3,18,0
2092,Uldaman: Legado de Tyr,0,3,18,0
2093,Uldaman: Legado de Tyr,0,3,18,0
2094,Uldaman: Legado de Tyr,0,3,18,0
2095,Festín de la comunidad,0,0,2,0
2096,Festín de la comunidad,0,0,2,0
2097,Festín de la comunidad,0,0,2,0
2098,Festín de la comunidad,0,0,2,0
2099,Festín de la comunidad,0,0,2,0
2100,Festín de la comunidad,0,0,2,0
2101,Festín de la comunidad,0,0,2,0
2102,Festín de la comunidad,0,0,2,0
2103,Festín de la comunidad,0,0,2,0
2106,Festín de la comunidad,0,0,2,0
2107,Festín de la comunidad,0,0,2,0
2108,Festín de la comunidad,0,0,2,0
2109,Festín de la comunidad,0,0,2,0
2110,Festín de la comunidad,0,0,2,0
2111,Festín de la comunidad,0,0,2,0
2112,Festín de la comunidad,0,0,2,0
2113,Festín de la comunidad,0,0,2,0
2114,Festín de la comunidad,0,0,2,0
2115,Festín de la comunidad,0,0,2,0
2116,Festín de la comunidad,0,0,2,0
2117,Festín de la comunidad,0,0,2,0
2118,Festín de la comunidad,0,0,2,0
2119,El festín colmillarr,0,0,2,0
2120,El festín colmillarr,0,0,2,0
2121,El festín colmillarr,0,0,2,0
2123,Caravana del Clan Aylaag,0,0,0,5473
2124,El Baluarte Primigenio,0,3,26,0
2125,Cavernas de Infusión,0,3,26,0
2126,Furia de la Tormenta,0,3,26,0
2127,Prueba de la inundación,0,0,0,5473
2128,Estanques de Vida Rubí,0,1,18,0
2130,La prueba de los elementos,0,0,0,5473
2131,Academia Algeth'ar,0,1,18,0
2132,El Ataque Nokhud,0,1,18,0
2133,La Bóveda Azur,0,1,18,0
2134,[DNT]Minor Storm,0,0,2,5473
2135,[DNT]Major Storm,0,0,2,5473
2136,La caída de Tyr,0,0,0,0
2137,El futuro de nuestro pueblo,0,0,0,0
2138,[DNT] Null script fix test scenario (don't use!),0,0,0,0
2139,La furia de la tormenta,13992,0,2,0
2140,Tormenta primigenia en la Bóveda Petroescarcha,13769,0,2,5473
2141,Tormenta primigenia en la Bóveda Petroescarcha,13769,0,2,5473
2142,Tormenta primigenia en la Bóveda Petroescarcha,13769,0,2,5473
2143,Tormenta primigenia en la Bóveda Petroescarcha,13769,0,2,5473
2145,El último conflicto,0,0,0,5473
2146,La paciencia de los príncipes,0,0,0,5473
2148,Ataque de Fyrakk,0,0,0,5473
2149,Prueba de las tormentas,0,0,0,5473
2152,Investigadores bajo fuego,0,0,2,5473
2154,"Nasz'uro, el Legado libre",0,0,0,5473
2155,Festín de la comunidad,0,0,2,0
2156,Festín de la comunidad,0,0,2,0
2157,Festín de la comunidad,0,0,2,0
2158,Festín de la comunidad,0,0,2,0
2159,Festín de la comunidad,0,0,2,0
2160,Festín de la comunidad,0,0,2,0
2161,Festín de la comunidad,0,0,2,0
2162,Festín de la comunidad,0,0,2,0
2163,Festín de la comunidad,0,0,2,0
2164,Festín de la comunidad,0,0,2,0
2165,Festín de la comunidad,0,0,2,0
2166,Festín de la comunidad,0,0,2,0
2167,Festín de la comunidad,0,0,2,0
2168,Festín de la comunidad,0,0,2,0
2169,Festín de la comunidad,0,0,2,0
2170,Festín de la comunidad,0,0,2,0
2171,Festín de la comunidad,0,0,2,0
2172,Festín de la comunidad,0,0,2,0
2173,Festín de la comunidad,0,0,2,0
2174,Festín de la comunidad,0,0,2,0
2175,Festín de la comunidad,0,0,2,0
2176,Festín de la comunidad,0,0,2,0
2177,Festín de la comunidad,0,0,2,0
2178,Festín de la comunidad,0,0,2,0
2179,Festín de la comunidad,0,0,2,0
2180,Festín de la comunidad,0,0,2,0
2181,Festín de la comunidad,0,0,2,0
2184,La Cumbre del Vórtice,0,1,18,0
2185,Shane's Test Scenario,0,0,64,0
2187,Hondonada Frondacuero,0,1,18,0
2188,Uldaman: Legado de Tyr,0,1,18,0
2189,Neltharus,0,1,18,0
2190,Salas de Infusión,0,1,18,0
2191,AmyTestScenario,0,0,0,0
2193,Trabajos desechados,0,3,26,0
2194,Furia de gigantes,0,3,26,0
2195,La sombra de Neltharion,0,3,26,0
2196,El filo del Vacío,0,3,26,0
2198,Cavernas kóbold,0,0,18,0
2208,Minas kóbold,0,0,18,0
2222,¡Falla temporal!,0,7,2,0
2246,Arena terránea,0,0,2,0
2258,Prueba,0,0,2,0
2259,Superflorecimiento,0,0,34,5473
2270,Nidal Abandonado,0,7,18,0
2276,El Alba del Infinito: La Caída de Galakrond,0,3,18,0
2277,El Alba del Infinito: El Ascenso de Murozond,0,3,18,0
2278,Portal del tiempo: Azmerloth,0,0,2,5473
2279,El reposo de un traidor,13844,7,34,5473
2280,Portal del tiempo: Ulderoth,0,0,2,5473
2281,Portal del tiempo: Azagonía,0,0,2,5473
2282,Portal del tiempo: Azfuror,0,0,2,5473
2283,Portal del tiempo: Azq'Roth,0,0,2,5473
2284,Portal del tiempo: Las Tierras de la Guerra,0,0,2,5473
2285,Portal del tiempo: A.Z.E.R.O.T.H.,0,0,2,5473
2286,La resolución de un héroe,0,0,0,0
2290,Asedio de los Salones del Valor,0,0,2,0
2293,Sueño lúcido,0,0,32,5473
2295,Estanques de Vida Rubí,0,2,18,0
2296,La recuperación del disco,0,0,0,5473
2297,Trono de las Mareas,0,1,18,0
2299,Sueño lúcido,0,0,32,5473
2300,Sueño lúcido,0,0,32,5473
2301,Sueño lúcido,0,0,32,5473
2304,[DNT] Sample Single Step Scenario,0,0,34,5473
2308,Cuidado de la forja,14023,0,0,5511
2309,El último faro,14841,0,34,0
2311,Abismos,0,0,18,0
2313,Abismos,0,0,18,0
2315,Abismos,0,0,18,0
2317,Abismos,0,0,18,0
2318,Abismos,0,0,18,0
2319,El Alba del Infinito: Caída de Galakrond,0,1,19,0
2320,El Alba del Infinito: El Ascenso de Murozond,0,1,19,0
2321,Migración de múrlocs,9310,0,34,5623
2323,Rey Mosh,0,0,34,5623
2324,[DNT] VS Mode - LFGDungeon - Scenario,0,0,0,0
2327,Grieta Llama Oscura,0,3,18,0
2328,Grieta Llama Oscura,0,3,18,0
2329,Grieta Llama Oscura,0,3,18,0
2330,Hígado de jabalí inusualmente raro de perfección prístina,0,0,34,5623
2331,Abismos,0,0,18,0
2332,Recuerdos de Puntos,0,0,34,5623
2333,Calabazas envenenadas,0,0,34,5623
2337,Recuerdos de Hogger,0,0,34,5623
2338,Sala del Despertar,0,0,0,0
2339,Recuerdos de Hakkar,0,0,34,5623
2340,El despertar de la encarnación,0,3,26,0
2341,La incursión fundida,0,3,26,0
2342,El tejido veridiano,0,3,26,0
2343,El destino de Amirdrassil,0,3,26,0
2344,Costasur contra Molino Tarren,0,0,34,5623
2345,Encargo de albaza hirviendo,0,0,34,5623
2346,Abismos,0,0,18,0
2347,Abismos,0,0,18,0
2348,Gnomeliminación leprosa,0,0,34,5623
2350,El Alba del Infinito: El Ascenso de Murozond,0,3,18,0
2351,El Alba del Infinito: Caída de Galakrond,0,3,18,0
2352,Una vela para renovar las esperanzas,0,0,2,5623
2353,Zona de colinas verdes,0,0,34,5623
2354,Abismos,0,0,18,0
2355,Abismos,0,0,18,0
2356,Prueba de valor,0,3,26,0
2357,Acueductos arqueados,0,3,26,0
2358,El Athenaeum real,0,3,26,0
2359,Aguja de la noche,0,3,26,0
2360,El alza del traidor,0,3,26,0
2361,Rama oscura,0,3,26,0
2362,Guardianes atormentados,0,3,26,0
2363,Falla de Aln,0,3,26,0
2364,La Bóveda de Piedra,0,3,18,0
2365,Troupe de teatro,14776,7,162,5623
2366,La Bóveda de Piedra,0,3,18,0
2367,La Bóveda de Piedra,0,3,18,0
2368,El Corvento,0,3,18,0
2369,El Corvento,0,3,18,0
2370,El Corvento,0,3,18,0
2371,Abismos,0,0,18,0
2372,Abismos,0,0,18,0
2373,Abismos,0,0,18,0
2376,Abismos,0,0,18,0
2377,Abismos,0,0,18,0
2378,Abismos,0,0,18,0
2381,El Rompealbas,0,3,18,0
2382,El Rompealbas,0,3,18,0
2383,El Rompealbas,0,3,18,0
2385,Abismos,0,0,18,0
2386,Abismos,0,0,18,0
2387,Abismos,0,0,2,0
2388,¡El escape de Las Guaridas!,15134,0,0,5623
2389,Abismos,0,0,18,0
2390,Abismos,0,0,18,0
2391,Spell Test,0,0,0,0
2392,Despertar de la Máquina,0,0,2,5623
2393,Abismos,0,0,0,0
2394,"Ara-Kara, Ciudad de los Ecos",0,3,18,0
2395,"Ara-Kara, Ciudad de los Ecos",0,3,18,0
2396,"Ara-Kara, Ciudad de los Ecos",0,3,18,0
2397,Abismos,0,0,18,0
2398,Abismos,0,0,18,0
2399,Abismos,0,0,18,0
2400,Abismos,0,0,18,0
2401,Abismos,0,0,18,0
2403,Abismos,0,0,18,0
2404,Abismos,0,0,18,0
2405,Abismos,0,0,18,0
2406,Hidromielería Cinérea,0,3,18,0
2407,Hidromielería Cinérea,0,3,18,0
2408,Hidromielería Cinérea,0,3,18,0
2409,Abismos,0,0,18,0
2411,Abismos,0,0,18,0
2415,Abismos,0,0,18,0
2416,Una luz en la oscuridad,0,0,2,5623
2418,Abismos,0,0,18,0
2419,Abismos,0,0,18,0
2420,Abismos,0,0,18,0
2422,Abismos,0,0,18,0
2423,Abismos,0,0,18,0
2424,Abismos,0,0,18,0
2425,Abismos,0,0,18,0
2426,Abismos,0,0,18,0
2427,Abismos,0,0,18,0
2428,Abismos,0,0,18,0
2429,Abismos,0,0,18,0
2431,Abismos,0,0,18,0
2432,Abismos,0,0,18,0
2433,Abismos,0,0,18,0
2434,Abismos,0,0,18,0
2435,Abismos,0,0,18,0
2436,Abismos,0,0,18,0
2437,Abismos,0,0,18,0
2439,Priorato de la Llama Sagrada,0,1,18,0
2443,El Corvento,0,1,18,0
2444,La Bóveda de Piedra,0,1,18,0
2445,Ciudad de los Hilos,0,1,18,0
2446,"Ara-Kara, Ciudad de los Ecos",0,1,18,0
2447,Grieta Llama Oscura,0,1,18,0
2448,El Rompealbas,0,1,18,0
2449,Hidromielería Cinérea,0,1,18,0
2452,La hora de los fideos,0,0,0,0
2453,Grim Batol,0,1,18,0
2454,Profeta de Sseratus,0,0,34,5623
2486,Asedio de Boralus,0,1,18,0
2487,¡Que el fuego te purifique!,0,0,34,5623
2495,Delicia descarriada,0,0,34,5623
2518,¡Oh no! ¡Los renacuajos!,0,0,34,5623
2521,Rey Gordok,0,0,34,5623
2522,Rey Gahz'rilla,0,0,34,5623
2523,Ojos de araña de Ojolodo,0,0,34,5623
2524,Jabaespín sofocante,0,0,34,5623
2526,¡La llamada del campeón!,0,0,32,5623
2527,Poder del cristal,0,0,34,5623
2529,Las pruebas Argenta,0,0,32,5623
2530,Peones vagos,0,0,34,5623
2531,En las montañas...,0,0,34,5623
2532,Las apuestas de Zenn,0,0,34,5623
2533,Una espada de Campeón,0,0,34,5623
2536,Minas de la Muerte,0,3,18,0
2537,Barrio Alabeo,0,3,18,0
2539,Stratholme: Entrada Principal,0,3,18,0
2540,Zul'Farrak,0,3,18,0
2541,Ciudad de los Hilos,0,3,18,0
2542,Ciudad de los Hilos,0,3,18,0
2543,Ciudad de los Hilos,0,3,18,0
2544,Jardines de la Capital,0,3,18,0
2545,Visión del alma del mundo,0,0,0,0
2547,Las almenas arácnidas,0,3,18,0
2548,Secretos del Palacio Nerub-ar,0,3,18,0
2549,La Caída de una Reina,0,3,18,0
2550,Cruzados enredados,0,0,34,5623
2552,Priorato de la Llama Sagrada,0,3,18,0
2553,Priorato de la Llama Sagrada,0,3,18,0
2554,Priorato de la Llama Sagrada,0,3,18,0
2555,El códice de Cromi,0,0,34,5554
2556,Frenesí de la moda,2300,0,34,5554
2557,Onyxia,15,0,34,5623
2558,Ragnaros recordado,51,0,34,5623
2560,Recolección de madera,0,0,34,5623
2561,La Caída de una Reina,0,3,2,0
2564,Ciudad de los Hilos,0,3,18,0
2568,[DNT] Hackathon - Torghast (OJF),0,0,130,5554
2569,Recuerdo del alma del mundo: Los trinchamundos,0,0,0,0
2570,Recuerdo del alma del mundo: Los trinchamundos,0,0,0,0
2571,Rey Exánime recordado,65,0,34,5623
2577,Grim Batol,0,3,10,0
2580,La Sotiénaga,0,3,18,0
2581,El Invernáculo,0,3,18,0
2582,El Horno de Sangre,0,3,18,0
2583,Salas Arrasadas,0,3,18,0
2584,Tumbas de Maná,0,3,18,0
2585,Bancal del Magister,0,3,18,0
2586,Fortaleza de Utgarde,0,3,18,0
2587,El Nexo,0,3,18,0
2588,La Forja de Almas,0,3,18,0
2589,Cámaras de Relámpagos,0,3,18,0
2590,Gundrak,0,3,18,0
2591,Azjol-Nerub,0,3,18,0
2626,Visión del alma del mundo,0,0,0,0
2627,Visión del alma del mundo,0,0,0,0
2628,Visión del alma del mundo,0,0,0,0
2629,Visión del alma del mundo,0,0,0,0
2630,Visión del alma del mundo,0,0,0,0
2631,Visión del alma del mundo,0,0,0,0
2632,Visión del alma del mundo,0,0,0,0
2633,Malas hierbas,0,0,0,0
2635,La venganza de Ratts,7971,0,34,0
2637,Ocaso,0,7,162,5623
2642,Operación: Compuerta,0,3,18,0
2643,Operación: Compuerta,0,3,18,0
2644,Operación: Compuerta,0,3,18,0
2678,Abismos,0,0,18,0
2680,Operación: Compuerta,0,1,18,0
2757,Precios dinámicos,15347,0,32,0
2774,Abismos,0,0,18,0
2776,Ojo de Azshara,0,3,26,0
2777,Matorral Corazón Oscuro,0,3,18,0
2778,Bóveda de las Celadoras,0,3,10,0
2779,Guarida de Neltharion,0,3,26,0
2780,Corte de Estrellas,0,3,10,0
2781,Envíos y Manipulación,0,0,2,5623
2782,Envíos y Manipulación,0,0,2,5623
2783,Envíos y Manipulación,0,0,2,5623
2784,Envíos y Manipulación,0,0,2,5623
2785,Envíos y Manipulación,0,0,2,5623
2786,Envíos y Manipulación,0,0,2,5623
2787,Envíos y Manipulación,0,0,2,5623
2788,Envíos y Manipulación,0,0,2,5623
2789,Envíos y Manipulación,0,0,2,5623
2790,Envíos y Manipulación,0,0,2,5623
2791,Envíos y Manipulación,0,0,2,5623
2792,Envíos y Manipulación,0,0,2,5623
2793,Envíos y Manipulación,0,0,2,5623
2794,Cavernas Roca Negra,0,3,10,0
2795,Fin de los Días,0,3,10,0
2797,Ciudad Perdida de los Tol'vir,0,3,10,0
2798,El Núcleo Pétreo,0,3,10,0
2799,La Cumbre del Vórtice,0,3,10,0
2800,Trono de las Mareas,0,3,10,0
2801,Scholomance,0,3,10,0
2802,Envíos y Manipulación,0,0,2,5623
2803,Envíos y Manipulación,0,0,2,5623
2804,Envíos y Manipulación,0,0,2,5623
2805,Los Señores Supremos Elementales,0,3,18,0
2806,Ciudad Forjatiniebla,0,3,18,0
2807,El Trono Imperial,0,3,18,0
2808,Envíos y Manipulación,0,0,2,5623
2810,Envíos y Manipulación,0,0,2,5623
2811,Abismos,0,0,18,0
2812,Envíos y Manipulación,0,0,2,5623
2822,Puerta del Sol Poniente,0,3,10,0
2823,Monasterio del Shadopan,0,3,10,0
2824,Cervecería del Trueno,0,3,10,0
2825,Templo del Dragón de Jade,0,3,10,0
2826,Palacio Mogu'shan,0,3,10,0
2827,Auchindoun,0,3,26,0
2828,Minas de Escoria Machacasangre,0,3,26,0
2829,El Sempibrote,0,3,26,0
2830,Depósito Riel Siniestro,0,3,26,0
2831,Cementerios de Sombraluna,0,3,26,0
2832,Trecho Celestial,0,3,26,0
2833,Envíos y Manipulación,0,0,2,5623
2834,Abismos,0,0,18,0
2837,Abismos,0,0,18,0
2838,Envíos y Manipulación,0,0,2,5623
2844,Abismos,0,0,18,0
2845,Abismos,0,0,18,0
2847,Abismos,0,0,18,0
2848,Abismos,0,0,18,0
2849,Operación: Mecalópolis - Taller,0,3,18,0
2851,Stratholme - Entrada de Servicio,0,3,10,0
2853,Abismos,0,0,18,0
2854,Abismos,0,0,18,0
2855,Envíos y Manipulación,0,0,2,5623
2856,Envíos y Manipulación,0,0,2,5623
2857,Envíos y Manipulación,0,0,2,5623
2858,Envíos y Manipulación,0,0,2,5623
2859,Envíos y Manipulación,0,0,2,5623
2860,Envíos y Manipulación,0,0,2,5623
2861,Envíos y Manipulación,0,0,2,5623
2862,Envíos y Manipulación,0,0,2,5623
2863,Envíos y Manipulación,0,0,2,5623
2864,Envíos y Manipulación,0,0,2,5623
2865,Envíos y Manipulación,0,0,2,5623
2871,Abismos,0,0,18,0
2875,Envíos y Manipulación,0,0,2,5623
2887,Ruidos molestos,0,3,18,0
2889,Maquinista maniático,0,3,18,0
2890,Envíos y Manipulación,0,0,2,5623
2893,Dos cabezas son mejor que una,0,3,18,0
2896,El rey cromado,0,3,18,0
2897,Envíos y Manipulación,0,0,2,5623
2898,Envíos y Manipulación,0,0,2,5623
2901,Abismos,0,0,18,0
2902,Envíos y Manipulación,0,0,2,5623
2909,Abismos,0,0,18,0
2914,Abismos,0,0,18,0
2915,Abismos,0,0,18,0
2916,Visión del alma del mundo,0,0,0,0
2917,Visión del alma del mundo,0,0,0,0
2918,Abismos,0,0,18,0
2921,Abismos,0,0,18,0
2923,Romper la corona,0,3,2,0
2927,Domo Indómito,0,3,0,5656
2928,Abismos,0,0,18,0
2933,Envíos y Manipulación,0,0,2,5623
2940,Envíos y Manipulación,0,0,2,5623
2941,Envíos y Manipulación,0,0,2,5623
2942,Envíos y Manipulación,0,0,2,5623
2950,Visión de Ventormenta,15942,0,2,5278
2951,Visión de Orgrimmar,15946,0,2,5278
